Board;Jugador;Subasta_Real;Grilla;Force;Min_HCP;Max_HCP;Min_S;Max_S;Min_H;Max_H;Min_D;Max_D;Min_C;Max_C;Subasta_Predicha;Es_Correcta;Confianza;Subasta_Previa
49;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9993;Pass - Pass - 1Dia - Pass - 1Pic - Pass - 3Tre - Pass - 4Tre - Pass - 5Tre
49;N;Pass;0;No;9;11;4;5;0;5;0;3;4;5;3NT;NO;0.7009;Pass - Pass - 1Dia - Pass - 1Pic - Pass - 3Tre - Pass - 4Tre - Pass - 5Tre - Pass
49;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9999;Pass - Pass - 1Dia - Pass - 1Pic - Pass - 3Tre - Pass - 4Tre - Pass - 5Tre - Pass - Pass
50;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9992;
50;S;2NT;290;No;19;21;2;5;2;5;2;5;2;5;2NT;SI;0.9999;Pass
50;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9984;Pass - 2NT
50;N;3Tre;310;Si;4;18;0;4;0;5;0;5;0;5;3Dia;NO;0.6614;Pass - 2NT - Pass
50;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9921;Pass - 2NT - Pass - 3Tre
50;S;3NT;390;No;19;21;2;3;5;5;2;3;2;3;3Dia;NO;0.713;Pass - 2NT - Pass - 3Tre - Pass
50;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9991;Pass - 2NT - Pass - 3Tre - Pass - 3NT
50;N;4Cor;450;No;4;10;0;4;3;5;0;5;0;5;4Tre;NO;0.5192;Pass - 2NT - Pass - 3Tre - Pass - 3NT - Pass
50;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9996;Pass - 2NT - Pass - 3Tre - Pass - 3NT - Pass - 4Cor
50;S;Pass;0;No;19;21;2;3;5;5;2;3;2;3;4NT;NO;0.9367;Pass - 2NT - Pass - 3Tre - Pass - 3NT - Pass - 4Cor - Pass
50;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9986;Pass - 2NT - Pass - 3Tre - Pass - 3NT - Pass - 4Cor - Pass - Pass
51;S;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9975;
51;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.993;1Dia
51;N;1Pic;170;Si;5;29;4;9;0;5;0;6;0;6;1Pic;SI;0.9881;1Dia - Pass
51;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9929;1Dia - Pass - 1Pic
51;S;2Dia;230;No;11;14;0;3;0;4;5;9;0;6;1NT;NO;0.9734;1Dia - Pass - 1Pic - Pass
51;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9929;1Dia - Pass - 1Pic - Pass - 2Dia
51;N;3Tre;310;Si;12;29;4;6;0;3;0;4;3;6;2Dia;NO;0.8995;1Dia - Pass - 1Pic - Pass - 2Dia - Pass
51;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9984;1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre
51;S;3Pic;370;Si;11;14;3;3;0;4;5;9;0;6;Pass;NO;0.5824;1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre - Pass
51;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9993;1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre - Pass - 3Pic
51;N;4Pic;470;No;12;29;5;6;0;3;0;4;3;6;4Tre;NO;0.9591;1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre - Pass - 3Pic - Pass
51;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9999;1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre - Pass - 3Pic - Pass - 4Pic
51;S;Pass;0;No;11;14;3;3;0;4;5;9;0;6;Pass;SI;0.9982;1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre - Pass - 3Pic - Pass - 4Pic - Pass
51;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9997;1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre - Pass - 3Pic - Pass - 4Pic - Pass - Pass
52;W;1Pic;170;No;11;21;5;9;0;6;0;6;0;6;1Pic;SI;0.9999;
52;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9979;1Pic
52;E;3Dia;330;Si;6;9;4;5;0;6;0;6;0;6;Pass;NO;0.4546;1Pic - Pass
52;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.999;1Pic - Pass - 3Dia
52;W;3Cor;350;Si;12;16;5;6;3;4;0;4;0;4;3Pic;NO;0.3715;1Pic - Pass - 3Dia - Pass
52;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9988;1Pic - Pass - 3Dia - Pass - 3Cor
52;E;4Pic;470;No;7;9;4;5;0;4;0;6;0;6;Pass;NO;0.8507;1Pic - Pass - 3Dia - Pass - 3Cor - Pass
52;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9996;1Pic - Pass - 3Dia - Pass - 3Cor - Pass - 4Pic
52;W;Pass;0;No;12;16;5;6;3;4;0;4;0;4;Pass;SI;0.7332;1Pic - Pass - 3Dia - Pass - 3Cor - Pass - 4Pic - Pass
52;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9995;1Pic - Pass - 3Dia - Pass - 3Cor - Pass - 4Pic - Pass - Pass
53;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;
53;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9985;Pass
53;S;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9992;Pass - Pass
53;W;1Pic;170;No;8;17;5;9;0;4;0;5;0;6;1Cor;NO;0.8379;Pass - Pass - 1Dia
53;N;X;171;No;5;11;0;4;4;5;0;6;0;6;2Cor;NO;0.7917;Pass - Pass - 1Dia - 1Pic
53;E;2Cor;250;Si;7;9;3;4;0;5;0;5;0;5;2Pic;NO;0.8157;Pass - Pass - 1Dia - 1Pic - X
53;S;X;251;No;11;21;0;4;3;4;4;9;0;6;1Dia;NO;0.5743;Pass - Pass - 1Dia - 1Pic - X - 2Cor
53;W;3Pic;370;No;12;15;5;9;0;4;0;5;0;6;3Pic;SI;0.8344;Pass - Pass - 1Dia - 1Pic - X - 2Cor - X
53;N;Pass;0;No;5;9;0;4;4;5;0;6;0;6;4Tre;NO;0.6826;Pass - Pass - 1Dia - 1Pic - X - 2Cor - X - 3Pic
53;E;Pass;0;No;7;9;3;4;0;5;0;5;0;5;4Dia;NO;0.5815;Pass - Pass - 1Dia - 1Pic - X - 2Cor - X - 3Pic - Pass
53;S;Pass;0;No;11;21;0;4;3;4;4;9;0;6;3Tre;NO;0.4244;Pass - Pass - 1Dia - 1Pic - X - 2Cor - X - 3Pic - Pass - Pass
54;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9992;
54;S;1NT;190;No;14;17;2;5;2;5;2;5;2;5;1NT;SI;0.9998;Pass
54;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9986;Pass - 1NT
54;N;2Tre;210;Si;0;21;0;5;0;5;0;5;0;5;2Dia;NO;0.8187;Pass - 1NT - Pass
54;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9853;Pass - 1NT - Pass - 2Tre
54;S;2Pic;270;No;14;17;4;5;2;5;2;5;2;5;3Tre;NO;0.5647;Pass - 1NT - Pass - 2Tre - Pass
54;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9991;Pass - 1NT - Pass - 2Tre - Pass - 2Pic
54;N;4Pic;470;No;8;14;4;5;0;5;0;5;0;5;4Pic;SI;0.7716;Pass - 1NT - Pass - 2Tre - Pass - 2Pic - Pass
54;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9997;Pass - 1NT - Pass - 2Tre - Pass - 2Pic - Pass - 4Pic
54;S;Pass;0;No;14;17;4;5;2;5;2;5;2;5;4NT;NO;0.6067;Pass - 1NT - Pass - 2Tre - Pass - 2Pic - Pass - 4Pic - Pass
54;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9998;Pass - 1NT - Pass - 2Tre - Pass - 2Pic - Pass - 4Pic - Pass - Pass
55;S;3Dia;330;No;6;11;0;3;0;3;6;7;0;5;3Tre;NO;0.8076;
55;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9978;3Dia
55;N;4Dia;430;No;5;14;0;5;0;5;2;4;0;5;2Dia;NO;0.9112;3Dia - Pass
55;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9991;3Dia - Pass - 4Dia
55;S;Pass;0;No;6;11;0;3;0;3;6;7;0;5;4Cor;NO;0.9933;3Dia - Pass - 4Dia - Pass
55;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9971;3Dia - Pass - 4Dia - Pass - Pass
56;W;1Pic;170;No;11;21;5;9;0;6;0;6;0;6;1Pic;SI;0.9999;
56;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9979;1Pic
56;E;2Cor;250;Si;12;29;0;5;5;9;0;6;0;6;2Cor;SI;0.994;1Pic - Pass
56;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9993;1Pic - Pass - 2Cor
56;W;2Pic;270;No;11;21;5;9;0;6;0;6;0;6;2Pic;SI;0.6028;1Pic - Pass - 2Cor - Pass
56;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9939;1Pic - Pass - 2Cor - Pass - 2Pic
56;E;4Pic;470;No;11;13;4;5;5;6;0;4;0;4;3Cor;NO;0.4388;1Pic - Pass - 2Cor - Pass - 2Pic - Pass
56;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9986;1Pic - Pass - 2Cor - Pass - 2Pic - Pass - 4Pic
56;W;Pass;0;No;11;21;5;9;0;6;0;6;0;6;Pass;SI;0.9585;1Pic - Pass - 2Cor - Pass - 2Pic - Pass - 4Pic - Pass
56;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9994;1Pic - Pass - 2Cor - Pass - 2Pic - Pass - 4Pic - Pass - Pass
57;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;
57;E;1NT;190;No;14;17;2;5;2;5;2;5;2;5;1NT;SI;0.8037;Pass
57;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9984;Pass - 1NT
57;W;2Cor;250;Si;0;25;5;9;0;3;0;5;0;5;3Cor;NO;0.4504;Pass - 1NT - Pass
57;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9996;Pass - 1NT - Pass - 2Cor
57;E;2Pic;270;No;14;17;2;4;2;5;2;5;2;5;2Pic;SI;0.4165;Pass - 1NT - Pass - 2Cor - Pass
57;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9969;Pass - 1NT - Pass - 2Cor - Pass - 2Pic
57;W;Pass;0;No;0;7;5;7;0;3;0;5;0;5;4Pic;NO;0.9463;Pass - 1NT - Pass - 2Cor - Pass - 2Pic - Pass
57;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9993;Pass - 1NT - Pass - 2Cor - Pass - 2Pic - Pass - Pass
101;N;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9999;
101;E;2Pic;270;No;0;8;5;7;0;4;0;4;0;4;3Pic;NO;0.9996;1Dia
101;S;Pass;0;No;0;10;0;6;0;6;0;6;0;6;Pass;SI;0.9679;1Dia - 2Pic
101;W;Pass;0;No;0;10;0;6;0;6;0;6;0;6;Pass;SI;0.8763;1Dia - 2Pic - Pass
101;N;2NT;290;No;17;19;2;4;1;4;4;6;1;4;2Pic;NO;0.7882;1Dia - 2Pic - Pass - Pass
101;E;Pass;0;No;0;8;5;7;0;4;0;4;0;4;X;NO;0.4201;1Dia - 2Pic - Pass - Pass - 2NT
101;S;3NT;390;No;6;10;0;6;0;6;0;6;0;6;3Dia;NO;0.5178;1Dia - 2Pic - Pass - Pass - 2NT - Pass
101;W;Pass;0;No;0;10;0;6;0;6;0;6;0;6;Pass;SI;0.9868;1Dia - 2Pic - Pass - Pass - 2NT - Pass - 3NT
101;N;Pass;0;No;17;19;2;4;1;4;4;6;1;4;4Pic;NO;0.4877;1Dia - 2Pic - Pass - Pass - 2NT - Pass - 3NT - Pass
101;E;Pass;0;No;0;8;5;7;0;4;0;4;0;4;Pass;SI;0.6359;1Dia - 2Pic - Pass - Pass - 2NT - Pass - 3NT - Pass - Pass
102;E;1NT;190;No;14;17;2;5;2;5;2;5;2;5;1NT;SI;0.9282;
102;S;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9971;1NT
102;W;Pass;0;No;0;8;0;4;0;4;0;5;0;5;3Pic;NO;0.9621;1NT - Pass
102;N;2Tre;210;Si;8;15;0;6;0;6;0;3;0;3;3Tre;NO;0.4558;1NT - Pass - Pass
102;E;Pass;0;No;14;17;2;5;2;5;2;5;2;5;2NT;NO;0.4183;1NT - Pass - Pass - 2Tre
102;S;2Cor;250;No;0;10;0;4;2;4;0;7;0;7;3Tre;NO;0.4942;1NT - Pass - Pass - 2Tre - Pass
102;W;Pass;0;No;0;8;0;4;0;4;0;5;0;5;3Pic;NO;0.4441;1NT - Pass - Pass - 2Tre - Pass - 2Cor
102;N;Pass;0;No;8;15;0;6;0;6;0;3;0;3;2Pic;NO;0.4579;1NT - Pass - Pass - 2Tre - Pass - 2Cor - Pass
102;E;Pass;0;No;14;17;2;5;2;5;2;5;2;5;2NT;NO;0.444;1NT - Pass - Pass - 2Tre - Pass - 2Cor - Pass - Pass
103;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9962;
103;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9939;Pass
103;N;1Tre;110;No;11;21;0;5;0;5;0;4;2;9;1Tre;SI;0.99;Pass - Pass
103;E;1NT;190;No;15;18;1;5;1;5;1;5;2;5;X;NO;0.9933;Pass - Pass - 1Tre
103;S;X;191;No;9;11;0;6;0;6;0;6;0;6;Pass;NO;0.9288;Pass - Pass - 1Tre - 1NT
103;W;Pass;0;No;0;11;0;4;0;4;0;5;0;5;2Tre;NO;0.9641;Pass - Pass - 1Tre - 1NT - X
103;N;Pass;0;No;11;21;0;5;0;5;0;4;2;9;1Dia;NO;0.9108;Pass - Pass - 1Tre - 1NT - X - Pass
103;E;Pass;0;No;15;18;1;5;1;5;1;5;2;5;X;NO;0.9776;Pass - Pass - 1Tre - 1NT - X - Pass - Pass
104;W;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9998;
104;N;X;131;No;10;25;0;8;0;8;0;5;0;8;1Cor;NO;0.5117;1Dia
104;E;3Dia;330;No;2;6;0;5;0;5;4;6;0;6;3Pic;NO;0.9817;1Dia - X
104;S;3Cor;350;No;6;10;0;4;4;6;0;4;0;6;2Pic;NO;0.7175;1Dia - X - 3Dia
104;W;4Dia;430;No;11;17;0;4;0;4;5;7;0;6;Pass;NO;0.3953;1Dia - X - 3Dia - 3Cor
104;N;Pass;0;No;10;14;3;4;3;4;0;4;2;5;2NT;NO;0.5674;1Dia - X - 3Dia - 3Cor - 4Dia
104;E;Pass;0;No;2;6;0;5;0;5;4;6;0;6;3Pic;NO;0.9995;1Dia - X - 3Dia - 3Cor - 4Dia - Pass
104;S;Pass;0;No;6;10;0;4;4;6;0;4;0;6;3Tre;NO;0.7721;1Dia - X - 3Dia - 3Cor - 4Dia - Pass - Pass
105;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;
105;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9985;Pass
105;S;1Cor;150;No;11;21;0;4;5;9;0;6;0;6;1Cor;SI;0.9988;Pass - Pass
105;W;1Pic;170;No;7;17;5;8;0;5;0;6;0;6;1Pic;SI;0.9995;Pass - Pass - 1Cor
105;N;Pass;0;No;0;11;0;6;0;3;0;6;0;6;2Cor;NO;0.6917;Pass - Pass - 1Cor - 1Pic
105;E;Pass;0;No;0;8;0;3;0;6;0;6;0;6;1Pic;NO;0.7668;Pass - Pass - 1Cor - 1Pic - Pass
105;S;X;171;No;12;21;0;4;5;9;0;6;0;6;2Tre;NO;0.4975;Pass - Pass - 1Cor - 1Pic - Pass - Pass
105;W;Pass;0;No;7;14;5;6;0;5;0;6;0;6;Pass;SI;0.8512;Pass - Pass - 1Cor - 1Pic - Pass - Pass - X
105;N;2Cor;250;No;0;5;0;4;2;3;0;6;0;6;3Tre;NO;0.6196;Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass
105;E;Pass;0;No;0;8;0;3;0;6;0;6;0;6;Pass;SI;0.5947;Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor
105;S;2Pic;270;Si;18;21;0;4;5;6;0;4;0;4;2Cor;NO;0.9175;Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor - Pass
105;W;Pass;0;No;7;14;5;6;0;5;0;6;0;6;Pass;SI;0.9391;Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor - Pass - 2Pic
105;N;3Cor;350;No;0;5;0;5;2;3;0;4;0;4;3NT;NO;0.552;Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor - Pass - 2Pic - Pass
105;E;Pass;0;No;0;8;0;3;0;6;0;6;0;6;Pass;SI;0.4523;Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor - Pass - 2Pic - Pass - 3Cor
105;S;Pass;0;Si;18;20;0;4;5;6;0;4;0;4;3NT;NO;0.3865;Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor - Pass - 2Pic - Pass - 3Cor - Pass
105;W;Pass;0;No;7;14;5;6;0;5;0;6;0;6;Pass;SI;0.9868;Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor - Pass - 2Pic - Pass - 3Cor - Pass - Pass
106;E;1Cor;150;No;11;21;0;4;5;9;0;6;0;6;1Cor;SI;0.9992;
106;S;2Dia;230;No;10;17;0;4;0;4;5;6;0;4;3Pic;NO;0.7556;1Cor
106;W;3Dia;330;Si;10;20;0;6;3;5;0;5;0;5;X;NO;0.9922;1Cor - 2Dia
106;N;Pass;0;No;0;8;0;6;0;6;0;3;0;6;Pass;SI;0.3875;1Cor - 2Dia - 3Dia
106;E;3Cor;350;No;11;13;0;4;5;5;0;4;0;4;3Cor;SI;0.4324;1Cor - 2Dia - 3Dia - Pass
106;S;Pass;0;No;10;17;0;4;0;4;5;6;0;4;Pass;SI;0.6288;1Cor - 2Dia - 3Dia - Pass - 3Cor
106;W;Pass;0;Si;10;12;0;6;3;4;0;5;0;5;3NT;NO;0.999;1Cor - 2Dia - 3Dia - Pass - 3Cor - Pass
106;N;Pass;0;No;0;8;0;6;0;6;0;3;0;6;Pass;SI;0.9793;1Cor - 2Dia - 3Dia - Pass - 3Cor - Pass - Pass
107;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9962;
107;W;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9999;Pass
107;N;X;131;No;10;25;0;8;0;8;0;5;0;8;1Cor;NO;0.4775;Pass - 1Dia
107;E;1Pic;170;Si;5;20;4;7;0;5;0;5;0;5;Pass;NO;0.4293;Pass - 1Dia - X
107;S;2Cor;250;No;7;10;0;4;4;6;0;5;0;5;2Cor;SI;0.5924;Pass - 1Dia - X - 1Pic
107;W;Pass;0;No;11;14;0;4;0;4;4;6;0;4;3Cor;NO;0.3857;Pass - 1Dia - X - 1Pic - 2Cor
107;N;Pass;0;No;10;14;3;4;3;4;0;3;2;5;2NT;NO;0.9889;Pass - 1Dia - X - 1Pic - 2Cor - Pass
107;E;Pass;0;Si;5;9;4;5;0;5;0;5;0;5;3Tre;NO;0.5364;Pass - 1Dia - X - 1Pic - 2Cor - Pass - Pass
108;W;3Cor;350;No;3;10;0;4;6;7;0;4;0;4;1Tre;NO;0.4268;
108;N;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9957;3Cor
108;E;4Cor;450;No;0;22;0;6;1;6;0;6;0;6;Pass;NO;0.4765;3Cor - Pass
108;S;X;451;No;12;25;0;7;0;3;0;7;0;7;2NT;NO;0.8154;3Cor - Pass - 4Cor
108;W;Pass;0;No;3;10;0;4;6;7;0;4;0;4;4Pic;NO;0.9578;3Cor - Pass - 4Cor - X
108;N;Pass;0;Describe;0;14;0;4;0;4;0;5;0;5;4Tre;NO;0.9244;3Cor - Pass - 4Cor - X - Pass
108;E;Pass;0;No;0;22;0;6;1;6;0;6;0;6;Pass;SI;0.9915;3Cor - Pass - 4Cor - X - Pass - Pass
109;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;
109;E;1NT;190;No;14;17;2;5;2;5;2;6;2;6;1Pic;NO;0.8531;Pass
109;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9994;Pass - 1NT
109;W;2Tre;210;Si;0;20;0;5;0;5;0;6;0;6;3NT;NO;0.5969;Pass - 1NT - Pass
109;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9985;Pass - 1NT - Pass - 2Tre
109;E;2Cor;250;No;14;17;2;4;4;5;2;5;2;5;3Tre;NO;0.5548;Pass - 1NT - Pass - 2Tre - Pass
109;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9996;Pass - 1NT - Pass - 2Tre - Pass - 2Cor
109;W;3Tre;310;Si;9;20;4;4;0;3;0;4;5;6;3Pic;NO;0.9272;Pass - 1NT - Pass - 2Tre - Pass - 2Cor - Pass
109;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;Pass - 1NT - Pass - 2Tre - Pass - 2Cor - Pass - 3Tre
109;E;3Pic;370;Si;14;17;4;4;4;4;2;3;2;3;4Cor;NO;0.9423;Pass - 1NT - Pass - 2Tre - Pass - 2Cor - Pass - 3Tre - Pass
109;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9996;Pass - 1NT - Pass - 2Tre - Pass - 2Cor - Pass - 3Tre - Pass - 3Pic
109;W;4Pic;470;No;9;20;4;4;0;3;0;4;5;6;3NT;NO;0.938;Pass - 1NT - Pass - 2Tre - Pass - 2Cor - Pass - 3Tre - Pass - 3Pic - Pass
110;E;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9994;
110;S;1Pic;170;No;7;17;5;8;0;4;0;5;0;5;1Pic;SI;0.8153;1Dia
110;W;3Pic;370;Si;11;20;0;1;0;3;4;7;0;5;3Cor;NO;0.8812;1Dia - 1Pic
110;N;Pass;0;No;0;10;0;4;0;6;0;4;0;7;2Tre;NO;0.9157;1Dia - 1Pic - 3Pic
110;E;4Dia;430;No;11;13;0;4;0;4;4;9;0;6;4Tre;NO;0.5353;1Dia - 1Pic - 3Pic - Pass
110;S;Pass;0;No;7;17;5;7;0;4;0;5;0;5;Pass;SI;0.8716;1Dia - 1Pic - 3Pic - Pass - 4Dia
110;W;5Dia;530;No;11;17;0;1;0;3;4;7;0;5;4Pic;NO;0.7919;1Dia - 1Pic - 3Pic - Pass - 4Dia - Pass
110;N;Pass;0;No;0;10;0;4;0;6;0;4;0;7;2Tre;NO;0.9955;1Dia - 1Pic - 3Pic - Pass - 4Dia - Pass - 5Dia
110;E;Pass;0;No;11;13;0;4;0;4;4;9;0;6;4Tre;NO;0.7558;1Dia - 1Pic - 3Pic - Pass - 4Dia - Pass - 5Dia - Pass
110;S;Pass;0;No;7;17;5;7;0;4;0;5;0;5;Pass;SI;0.8909;1Dia - 1Pic - 3Pic - Pass - 4Dia - Pass - 5Dia - Pass - Pass
111;S;1Pic;170;No;11;21;5;9;0;6;0;6;0;6;1Pic;SI;0.9999;
111;W;3Dia;330;No;0;10;0;4;0;4;6;7;0;4;Pass;NO;0.4578;1Pic
111;N;X;331;No;10;20;0;2;3;5;0;4;0;7;X;SI;0.787;1Pic - 3Dia
111;E;Pass;0;No;0;15;0;6;0;6;0;3;0;6;Pass;SI;0.9166;1Pic - 3Dia - X
111;S;4Pic;470;No;15;18;6;8;0;4;0;4;0;5;3Pic;NO;0.4473;1Pic - 3Dia - X - Pass
111;W;Pass;0;No;0;10;0;4;0;4;6;7;0;4;Pass;SI;0.8388;1Pic - 3Dia - X - Pass - 4Pic
111;N;Pass;0;No;10;15;0;2;3;5;0;4;0;7;4NT;NO;0.4192;1Pic - 3Dia - X - Pass - 4Pic - Pass
111;E;Pass;0;No;0;15;0;6;0;6;0;3;0;6;Pass;SI;0.876;1Pic - 3Dia - X - Pass - 4Pic - Pass - Pass
112;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9986;
112;N;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9988;Pass
112;E;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9998;Pass - Pass
112;S;X;131;No;11;25;0;8;0;8;0;5;0;8;1Pic;NO;0.8209;Pass - Pass - 1Dia
112;W;1Cor;150;No;5;11;0;4;4;5;0;6;0;6;4Pic;NO;0.3404;Pass - Pass - 1Dia - X
112;N;1Pic;170;No;5;8;4;5;0;4;0;5;0;5;2Pic;NO;0.7547;Pass - Pass - 1Dia - X - 1Cor
112;E;Pass;0;No;11;14;0;4;0;3;4;6;0;5;2Cor;NO;0.9993;Pass - Pass - 1Dia - X - 1Cor - 1Pic
112;S;2Cor;250;No;17;20;0;3;5;7;0;4;0;5;2NT;NO;0.55;Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass
112;W;3Dia;330;No;5;9;0;4;4;5;4;5;0;4;2Tre;NO;0.8965;Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor
112;N;3Cor;350;No;5;6;4;5;3;4;0;5;0;5;Pass;NO;0.5698;Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor - 3Dia
112;E;Pass;0;No;11;14;0;4;0;3;4;6;0;5;2Cor;NO;0.4722;Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor - 3Dia - 3Cor
112;S;4Cor;450;No;18;20;0;3;5;7;0;4;0;5;4Pic;NO;0.7755;Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor - 3Dia - 3Cor - Pass
112;W;Pass;0;No;5;9;0;4;4;5;4;5;0;4;2Tre;NO;0.5625;Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor - 3Dia - 3Cor - Pass - 4Cor
112;N;Pass;0;No;5;6;4;5;3;4;0;5;0;5;Pass;SI;0.7831;Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor - 3Dia - 3Cor - Pass - 4Cor - Pass
